"","Order","PID","MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Street","Lot.Shape","Land.Contour","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Yr.Blt","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Fence","Misc.Feature","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition","SalePrice","has.alley","Has.Basement","Has.Fireplace","Has.Garage","Has.Pool","Has.Wood.Deck","Has.Open.Porch","Has.X3Ssn.Porch","Has.Screen.Porch"
"2642",2642,902106090,"70","other",58,6451,"Pave",0,"Lvl","Inside",0,"OldTown","norm","norm","1Fam","2Story",7,7,1900,1970,"Gable","CompShg","other","Wd Sdng","None",0,2,"TA","other",3,3,1,"Rec",208,"Unf",0,504,712,"GasA",3,"Y","SBrkr",848,580,0,1428,1,0,1,0,4,1,2,7,"Typ",0,0,"Detchd",1985,3,2,576,3,"TA","Paved",0,0,0,5,2006,"WD ","Normal",139900,"1",1,1,0,0,1,0,0,0
"1526",1526,909252110,"70","RL",63,15576,"Pave",0,"Lvl","Inside",0,"Crawfor","norm","norm","1Fam","2Story",6,7,1915,1976,"Gable","CompShg","other","Plywood","None",0,2,"TA","BrkTil",4,3,1,"Unf",0,"Unf",0,840,840,"GasA",4,"Y","SBrkr",840,840,0,1680,0,0,2,0,4,1,2,8,"Typ",0,0,"Attchd",1960,1,1,308,3,"TA","Paved",0,0,0,3,2008,"WD ","Normal",177000,"0",1,1,0,0,0,0,0,0
"1215",1215,534403260,"20","RL",90,9900,"Pave",0,"Lvl","other",0,"NAmes","norm","norm","1Fam","1Story",5,5,1961,1961,"Gable","CompShg","Plywood","Plywood","None",0,2,"Gd","CBlock",3,3,1,"Unf",0,"Unf",0,1114,1114,"GasA",2,"Y","SBrkr",1114,0,0,1114,1,0,1,0,3,1,2,5,"Typ",0,0,"Attchd",1961,2,2,451,3,"TA","Paved",0,0,0,5,2008,"other","Abnorml",140000,"0",1,1,0,0,0,0,0,1
"2660",2660,902325050,"75","other",60,10800,"Pave",0,"Lvl","Inside",0,"OldTown","norm","norm","1Fam","2.5Unf",7,7,1914,1970,"Gable","CompShg","other","Wd Sdng","None",0,2,"TA","BrkTil",4,3,2,"Rec",390,"Unf",0,490,880,"other",1,"N","SBrkr",880,888,0,1768,0,0,1,1,2,1,2,6,"Typ",2,3,"Detchd",1914,1,2,320,3,"TA","Unpaved",0,0,0,10,2006,"WD ","Normal",163000,"0",1,0,0,0,0,1,0,0
"226",226,905107110,"90","RL",68,7424,"Pave",1,"Lvl","Inside",0,"Sawyer","norm","norm","Duplex","SFoyer",5,5,1978,1978,"Gable","CompShg","Plywood","Plywood","None",0,2,"TA","CBlock",4,3,3,"GLQ",1319,"Unf",0,0,1319,"GasA",2,"Y","SBrkr",1373,0,0,1373,1,0,1,0,3,1,2,5,"Typ",2,3,"Attchd",1978,3,2,591,3,"TA","Paved",0,0,0,5,2010,"WD ","Normal",160250,"0",1,0,0,0,0,0,0,0
"100",100,533213030,"20","FV",68,4403,"Pave",2,"Lvl","Inside",0,"Somerst","norm","norm","1Fam","1Story",7,5,2009,2009,"Gable","CompShg","other","MetalSd","other",432,4,"TA","PConc",5,3,3,"GLQ",578,"Unf",0,892,1470,"GasA",4,"Y","SBrkr",1478,0,0,1478,1,0,2,1,2,1,3,7,"Typ",1,4,"Attchd",2009,3,2,484,3,"TA","Paved",0,0,0,6,2010,"New","Partial",222000,"0",1,0,0,0,0,1,0,0
"606",606,534400050,"20","RL",100,10004,"Pave",0,"Lvl","Inside",0,"NAmes","norm","norm","1Fam","1Story",6,6,1964,1964,"Gable","CompShg","HdBoard","Plywood","BrkFace",180,2,"TA","CBlock",3,3,1,"Rec",196,"other",345,975,1516,"GasA",2,"Y","SBrkr",1516,0,0,1516,0,0,1,1,3,1,2,6,"Typ",0,0,"Attchd",1964,2,2,472,3,"TA","Paved",0,0,0,2,2009,"WD ","Normal",167000,"0",1,1,0,0,0,0,0,1
"1660",1660,527359080,"60","RL",68,12384,"Pave",0,"Lvl","other",0,"NWAmes","norm","norm","1Fam","2Story",7,7,1976,1976,"Gable","CompShg","Plywood","Plywood","BrkFace",233,2,"TA","CBlock",4,3,1,"Unf",0,"Unf",0,793,793,"GasA",2,"Y","SBrkr",1142,793,0,1935,0,0,2,1,3,1,2,7,"Typ",1,3,"Attchd",1976,2,2,550,3,"TA","Paved",0,0,0,11,2007,"WD ","Normal",197900,"0",1,0,0,0,0,1,0,0
"2882",2882,911175440,"190","other",50,9000,"Pave",0,"Lvl","Inside",0,"IDOTRR","norm","norm","2fmCon","1.5Fin",5,6,1951,1951,"Gable","CompShg","other","other","None",0,1,"Fa","CBlock",3,3,2,"Unf",0,"Unf",0,660,660,"GasA",2,"N","SBrkr",1060,336,0,1396,0,0,2,0,4,2,2,8,"BelowTyp",0,0,"No Garage",1979,0,0,0,0,"No Garage","Paved",0,0,0,10,2006,"WD ","Abnorml",115000,"0",1,1,1,0,0,0,0,0
"88",88,532377100,"20","RL",75,7500,"Pave",0,"Lvl","other",0,"Sawyer","other","norm","1Fam","1Story",5,5,1963,1963,"Gable","CompShg","HdBoard","HdBoard","None",0,2,"TA","CBlock",3,3,1,"ALQ",824,"Unf",0,216,1040,"GasA",1,"Y","SBrkr",1040,0,0,1040,1,0,1,1,3,1,2,5,"Typ",0,0,"Attchd",1963,3,1,308,3,"TA","Paved",NA,0,0,6,2010,"WD ","Normal",133000,"0",1,1,0,0,0,0,0,0
"197",197,903227150,"50","other",53,6360,"Pave",0,"Lvl","other",0,"BrkSide","other","norm","1Fam","1.5Fin",5,6,1942,1950,"Gable","CompShg","other","MetalSd","other",300,2,"TA","CBlock",3,3,1,"Rec",360,"other",159,316,835,"GasA",2,"Y","other",955,498,0,1453,0,0,1,1,3,1,3,7,"BelowTyp",2,2,"Detchd",1942,1,1,240,3,"TA","Paved",0,0,0,3,2010,"WD ","Normal",132000,"0",1,0,0,0,0,0,0,1
"596",596,534226120,"20","RL",70,9100,"Pave",0,"Lvl","Inside",0,"NAmes","norm","norm","1Fam","1Story",5,6,1965,1965,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"TA","CBlock",3,3,1,"BLQ",338,"other",466,121,925,"GasA",4,"Y","SBrkr",925,0,0,925,0,1,1,0,2,1,2,5,"Typ",0,0,"Detchd",1965,1,1,429,3,"TA","Paved",2,0,0,7,2009,"WD ","Normal",117500,"0",1,1,0,0,0,0,0,0
"474",474,528228460,"120","RL",43,3182,"Pave",0,"Lvl","Inside",0,"Blmngtn","norm","norm","TwnhsE","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",11,3,"TA","PConc",4,3,1,"GLQ",16,"Unf",0,1129,1145,"GasA",4,"Y","SBrkr",1145,0,0,1145,0,0,2,0,2,1,3,5,"Typ",1,4,"Attchd",2005,3,2,397,3,"TA","Paved",0,0,0,9,2009,"WD ","Normal",160200,"0",1,0,0,0,1,1,0,0
"1164",1164,533212140,"160","FV",30,3180,"Pave",0,"Lvl","Inside",0,"Somerst","norm","norm","TwnhsE","2Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"TA","PConc",4,3,1,"Unf",0,"Unf",0,689,689,"GasA",4,"Y","SBrkr",703,689,0,1392,0,0,2,0,2,1,3,5,"Typ",0,0,"Detchd",2007,1,2,540,3,"TA","Paved",0,0,0,3,2008,"WD ","Abnorml",146000,"1",1,1,0,0,0,1,0,0
"1712",1712,528172030,"60","RL",68,12568,"Pave",0,"Lvl","Inside",0,"NridgHt","norm","norm","1Fam","2Story",8,5,2007,2007,"Hip","CompShg","VinylSd","VinylSd","other",246,3,"TA","PConc",5,3,3,"GLQ",669,"Unf",0,226,895,"GasA",4,"Y","SBrkr",895,923,0,1818,1,0,2,1,3,1,4,8,"Typ",1,4,"Attchd",2007,3,3,774,3,"TA","Paved",0,0,0,8,2007,"New","Partial",281500,"0",1,0,0,0,1,1,0,0
"473",473,528228455,"120","RL",43,3182,"Pave",0,"Lvl","Inside",0,"Blmngtn","norm","norm","TwnhsE","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",16,3,"TA","PConc",4,3,3,"GLQ",16,"Unf",0,1204,1220,"GasA",4,"Y","SBrkr",1220,0,0,1220,0,0,2,0,2,1,3,5,"Typ",1,4,"Attchd",2005,3,2,397,3,"TA","Paved",0,0,0,8,2009,"WD ","Normal",180000,"0",1,0,0,0,1,1,0,0
"2499",2499,532476050,"80","RL",100,14330,"Pave",1,"Low","other",0,"Veenker","norm","norm","1Fam","SLvl",7,4,1974,1974,"Gable","CompShg","other","Wd Sdng","BrkFace",145,3,"Fa","CBlock",4,3,4,"ALQ",1023,"other",497,228,1748,"GasA",3,"Y","SBrkr",2151,495,0,2646,1,2,2,0,3,1,3,9,"BelowTyp",4,3,"Attchd",1974,2,2,550,3,"TA","Paved",4,0,0,1,2006,"WD ","Normal",260000,"0",1,0,0,1,1,1,0,0
"57",57,528240130,"60","RL",63,8577,"Pave",1,"Lvl","Inside",0,"Gilbert","norm","norm","1Fam","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"TA","PConc",4,3,1,"Unf",0,"Unf",0,847,847,"GasA",4,"Y","SBrkr",847,886,0,1733,0,0,2,1,3,1,3,7,"Typ",1,4,"BuiltIn",2004,3,2,433,3,"TA","Paved",0,0,0,4,2010,"WD ","Normal",185088,"0",1,0,0,0,1,1,0,0
"783",783,905325020,"20","RL",65,25095,"Pave",1,"Low","Inside",2,"ClearCr","norm","norm","1Fam","1Story",5,8,1968,2003,"other","other","other","Wd Sdng","None",0,2,"TA","CBlock",3,3,4,"GLQ",1324,"Unf",0,113,1437,"GasA",4,"Y","SBrkr",1473,0,0,1473,2,0,1,0,1,1,4,5,"Typ",2,4,"Attchd",1968,1,1,452,3,"TA","Paved",0,0,0,6,2009,"WD ","Partial",143000,"0",1,0,0,0,0,1,0,1
"2213",2213,909275160,"20","RL",126,13108,"Pave",2,"HLS","Inside",0,"Crawfor","norm","norm","1Fam","1Story",5,5,1951,1951,"Gable","CompShg","other","Wd Sdng","None",0,2,"TA","CBlock",0,0,0,"No Basement",0,"other",0,0,0,"GasA",1,"Y","SBrkr",1226,0,0,1226,0,0,1,1,2,1,2,7,"BelowTyp",1,4,"Attchd",1951,3,2,400,3,"TA","Paved",0,0,0,6,2007,"WD ","Normal",153500,"0",0,0,0,0,1,1,0,1
"15",15,527182190,"120","RL",68,6820,"Pave",1,"Lvl","other",0,"StoneBr","norm","norm","TwnhsE","1Story",8,5,1985,1985,"Gable","CompShg","HdBoard","HdBoard","None",0,3,"TA","PConc",4,3,3,"GLQ",368,"other",1120,0,1488,"GasA",2,"Y","SBrkr",1502,0,0,1502,1,0,1,1,1,1,3,4,"Typ",0,0,"Attchd",1985,2,2,528,3,"TA","Paved",0,0,0,6,2010,"WD ","Normal",212000,"0",1,1,0,0,0,1,0,1
"300",300,909455040,"120","other",35,3907,"Pave",1,"HLS","Inside",1,"Blueste","norm","norm","TwnhsE","1Story",8,5,1989,1989,"Gable","CompShg","HdBoard","HdBoard","None",0,3,"TA","CBlock",4,3,3,"GLQ",76,"Unf",0,1115,1191,"GasA",3,"Y","SBrkr",1191,0,0,1191,0,0,2,0,2,1,3,5,"Typ",1,3,"Attchd",1989,1,2,531,3,"TA","Paved",0,0,0,3,2010,"WD ","Normal",162500,"0",1,0,0,0,1,1,0,0
"1920",1920,535152060,"20","RL",70,8176,"Pave",0,"Lvl","Inside",0,"NAmes","norm","norm","1Fam","1Story",5,6,1958,1992,"Gable","CompShg","other","Wd Sdng","None",0,2,"TA","CBlock",3,3,1,"Rec",846,"Unf",0,210,1056,"GasA",1,"Y","SBrkr",1056,0,0,1056,1,0,1,0,3,1,2,6,"Typ",0,0,"Attchd",1958,2,1,308,3,"TA","Paved",0,0,0,8,2007,"WD ","Normal",139000,"0",1,1,0,0,0,0,0,0
"1395",1395,905226030,"30","RL",60,10200,"Pave",0,"Lvl","Inside",0,"Sawyer","norm","norm","1Fam","1Story",5,8,1940,1997,"Gable","CompShg","other","Wd Sdng","None",0,2,"TA","PConc",3,3,1,"Unf",0,"Unf",0,672,672,"GasA",4,"Y","SBrkr",672,0,0,672,0,0,1,0,2,1,2,4,"Typ",0,0,"Detchd",1940,1,1,240,3,"TA","Unpaved",4,0,0,8,2008,"WD ","Normal",108000,"0",1,1,0,0,1,0,0,0
"1848",1848,533223050,"160","FV",68,5105,"Pave",2,"Lvl","other",0,"Somerst","norm","norm","TwnhsE","2Story",7,5,2004,2004,"Gable","CompShg","other","MetalSd","None",0,3,"TA","PConc",4,3,1,"GLQ",239,"Unf",0,312,551,"GasA",4,"Y","SBrkr",551,551,0,1102,0,0,2,1,2,1,3,4,"Typ",0,0,"Detchd",2004,1,2,480,3,"TA","Paved",0,0,0,3,2007,"WD ","Normal",148800,"0",1,1,0,0,0,1,0,0
"71",71,528477080,"60","FV",100,12552,"Pave",0,"Lvl","other",0,"Somerst","norm","norm","1Fam","2Story",7,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"TA","PConc",4,3,1,"GLQ",222,"Unf",0,769,991,"GasA",4,"Y","SBrkr",991,956,0,1947,0,0,2,1,3,1,3,8,"Typ",1,4,"Attchd",2004,2,2,678,3,"TA","Paved",2,0,0,5,2010,"WD ","Normal",254900,"0",1,0,0,0,0,1,0,0
"2761",2761,906394010,"60","RL",91,10984,"Pave",1,"Lvl","other",0,"CollgCr","norm","norm","1Fam","2Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"TA","PConc",4,3,4,"Unf",0,"Unf",0,945,945,"GasA",4,"Y","SBrkr",945,864,0,1809,0,0,2,1,3,1,3,8,"Typ",0,0,"Attchd",2005,2,2,638,3,"TA","Paved",0,0,0,5,2006,"New","Partial",209700,"0",1,1,0,0,1,1,0,0
"660",660,535378120,"30","RL",60,10230,"Pave",0,"Lvl","Inside",0,"OldTown","norm","norm","1Fam","1Story",5,7,1925,1950,"Gable","CompShg","other","MetalSd","None",0,2,"TA","BrkTil",3,3,1,"Unf",0,"Unf",0,1054,1054,"GasA",4,"Y","SBrkr",1078,0,0,1078,0,0,1,0,3,1,4,6,"Typ",0,0,"Detchd",1987,1,1,264,3,"TA","Unpaved",2,0,0,12,2009,"WD ","Normal",125000,"1",1,1,0,0,0,0,0,1
"316",316,916386010,"20","RL",88,11896,"Pave",1,"Lvl","other",0,"Timber","norm","norm","1Fam","1Story",7,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","other",60,3,"TA","PConc",4,3,1,"GLQ",78,"Unf",0,1258,1336,"GasA",4,"Y","SBrkr",1346,0,0,1346,1,0,2,0,3,1,3,6,"Typ",1,3,"Attchd",2008,3,3,660,3,"TA","Paved",0,0,0,5,2010,"WD ","Normal",220000,"0",1,0,0,0,1,1,0,0
"880",880,907410130,"20","RL",85,10200,"Pave",0,"Lvl","Inside",0,"CollgCr","norm","norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",180,3,"TA","PConc",4,3,3,"GLQ",1478,"Unf",0,100,1578,"GasA",4,"Y","SBrkr",1602,0,0,1602,1,0,2,0,3,1,3,7,"Typ",1,4,"Attchd",2007,2,3,810,3,"TA","Paved",0,0,0,1,2009,"WD ","Normal",293200,"0",1,0,0,0,0,1,0,1
"2370",2370,527451380,"160","other",21,1680,"Pave",0,"Lvl","Inside",0,"BrDale","norm","norm","Twnhs","2Story",6,7,1972,1972,"Gable","CompShg","HdBoard","HdBoard","BrkFace",281,2,"TA","CBlock",3,3,1,"BLQ",317,"Unf",0,355,672,"GasA",3,"Y","SBrkr",672,546,0,1218,0,1,1,1,3,1,2,7,"Typ",0,0,"Detchd",1972,1,1,264,3,"TA","Paved",0,0,0,5,2006,"WD ","Normal",118000,"0",1,1,0,0,0,1,0,0
"1316",1316,902306130,"70","other",60,9600,"Pave",0,"Lvl","Inside",0,"OldTown","norm","norm","1Fam","2Story",7,9,1928,2005,"other","CompShg","other","MetalSd","None",0,2,"Ex","BrkTil",3,3,1,"Rec",141,"Unf",0,548,689,"GasA",4,"Y","SBrkr",689,689,0,1378,0,0,2,0,3,1,3,7,"Typ",1,4,"Detchd",1928,1,2,360,3,"TA","Unpaved",0,0,0,10,2008,"WD ","Normal",161000,"0",1,0,0,0,0,0,0,0
"468",468,528221070,"60","RL",122,11911,"Pave",2,"Lvl","Inside",0,"Gilbert","norm","norm","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"TA","PConc",4,3,3,"Unf",0,"Unf",0,684,684,"GasA",4,"Y","SBrkr",684,876,0,1560,0,0,2,1,3,1,3,6,"Typ",1,4,"BuiltIn",2005,3,2,400,3,"TA","Paved",0,0,0,3,2009,"WD ","Normal",174000,"0",1,0,0,0,1,1,0,0
"350",350,527127100,"120","RL",28,7296,"Pave",1,"Lvl","other",0,"StoneBr","norm","norm","TwnhsE","1Story",8,5,2004,2005,"Gable","CompShg","other","CmentBd","None",0,3,"TA","PConc",5,3,3,"GLQ",1965,"Unf",0,243,2208,"GasA",4,"Y","SBrkr",2522,0,0,2522,1,0,2,0,1,1,3,8,"Typ",1,4,"Attchd",2004,3,2,564,3,"TA","Paved",0,0,0,11,2009,"WD ","Normal",375000,"0",1,0,0,0,1,1,0,0
"402",402,527425110,"20","RL",60,9000,"Pave",0,"Lvl","other",0,"NAmes","norm","norm","1Fam","1Story",4,7,1971,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"Gd","CBlock",3,3,1,"ALQ",240,"Unf",0,624,864,"GasA",3,"Y","SBrkr",864,0,0,864,0,0,1,0,3,1,2,5,"Typ",0,0,"Detchd",1986,1,2,576,3,"TA","Paved",2,0,0,7,2009,"WD ","Normal",130000,"0",1,1,0,0,1,0,0,0
"2108",2108,906380200,"20","RL",64,6762,"Pave",0,"Lvl","Inside",0,"CollgCr","norm","norm","1Fam","1Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",108,3,"TA","PConc",4,3,1,"GLQ",664,"Unf",0,544,1208,"GasA",4,"Y","SBrkr",1208,0,0,1208,1,0,2,0,2,1,3,6,"Typ",0,0,"Attchd",2007,2,2,628,3,"TA","Paved",0,0,0,9,2007,"New","Partial",195400,"0",1,1,0,0,1,1,0,0
"2201",2201,909252010,"50","RL",60,7200,"Pave",0,"Lvl","other",0,"SWISU","other","norm","1Fam","1.5Fin",5,7,1937,1950,"Gable","CompShg","other","Wd Sdng","BrkFace",252,2,"TA","BrkTil",4,3,1,"ALQ",569,"Unf",0,162,731,"GasA",4,"Y","SBrkr",981,787,0,1768,1,0,1,1,3,1,3,7,"Typ",2,3,"Detchd",1939,1,1,240,3,"TA","Paved",NA,0,0,6,2007,"WD ","Normal",175000,"0",1,0,0,0,0,0,0,0
"1213",1213,534403080,"80","RL",85,9350,"Pave",0,"Lvl","Inside",0,"NAmes","norm","norm","1Fam","SLvl",5,8,1965,1999,"Gable","CompShg","other","other","None",0,2,"Gd","PConc",3,3,4,"ALQ",633,"Unf",0,586,1219,"GasA",3,"Y","SBrkr",1265,0,0,1265,0,1,2,0,3,1,3,6,"Typ",1,4,"Attchd",1965,2,2,502,3,"TA","Paved",NA,0,0,10,2008,"WD ","Normal",179900,"0",1,0,0,0,0,1,1,0
"2645",2645,902110120,"190","other",56,7745,"Pave",0,"Lvl","Inside",0,"OldTown","norm","norm","2fmCon","1.5Fin",4,6,1900,1950,"Gable","CompShg","other","MetalSd","None",0,3,"TA","PConc",3,3,1,"Unf",0,"Unf",0,938,938,"GasA",3,"N","SBrkr",1084,867,0,1951,0,0,2,0,4,2,1,9,"Typ",0,0,"Detchd",1993,1,2,576,3,"TA","Unpaved",0,0,0,4,2006,"WD ","Normal",111500,"1",1,1,0,0,0,1,0,0
"770",770,905101490,"20","RL",80,8816,"Pave",0,"Lvl","other",0,"Sawyer","other","norm","1Fam","1Story",5,6,1963,1963,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"TA","PConc",3,3,1,"Rec",651,"Unf",0,470,1121,"GasA",2,"Y","SBrkr",1121,0,0,1121,1,0,1,0,3,1,2,5,"Typ",0,0,"Detchd",1963,1,2,480,3,"TA","Paved",NA,0,0,6,2009,"WD ","Normal",139000,"0",1,1,0,0,0,1,0,0
"873",873,907280170,"20","RL",70,8750,"Pave",0,"Lvl","Inside",0,"CollgCr","norm","norm","1Fam","1Story",7,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",209,3,"TA","PConc",4,3,3,"GLQ",1111,"Unf",0,306,1417,"GasA",4,"Y","SBrkr",1417,0,0,1417,1,0,2,0,3,1,3,7,"Typ",1,3,"Attchd",1997,1,2,511,3,"TA","Paved",0,0,0,8,2009,"WD ","Normal",210000,"0",1,0,0,0,1,0,0,1
"2856",2856,909256010,"50","RL",84,10164,"Pave",0,"Bnk","Inside",0,"SWISU","norm","norm","1Fam","1.5Fin",5,5,1939,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"TA","CBlock",3,2,3,"LwQ",646,"Unf",0,346,992,"GasA",1,"Y","SBrkr",992,473,0,1465,0,0,2,0,3,1,2,6,"Typ",2,3,"Detchd",1939,1,1,240,3,"TA","Paved",0,0,0,7,2006,"WD ","Normal",131000,"0",1,0,0,0,0,1,0,0
"650",650,535353060,"20","RL",75,9533,"Pave",0,"Lvl","Inside",0,"NAmes","norm","norm","1Fam","1Story",5,5,1953,1953,"Hip","CompShg","other","Wd Sdng","BrkFace",140,2,"TA","other",0,0,0,"No Basement",0,"other",0,0,0,"GasA",2,"Y","other",1210,0,0,1210,0,0,1,1,2,1,2,7,"Typ",0,0,"Attchd",1953,3,1,616,3,"TA","Paved",NA,0,0,8,2009,"other","Normal",102900,"0",0,1,0,0,1,0,0,0
"2568",2568,535105160,"20","RL",85,8500,"Pave",0,"Lvl","Inside",0,"NAmes","norm","norm","1Fam","1Story",5,3,1961,1961,"Hip","CompShg","HdBoard","HdBoard","other",203,2,"TA","CBlock",3,3,1,"Rec",600,"Unf",0,635,1235,"GasA",2,"Y","SBrkr",1235,0,0,1235,0,0,1,0,2,1,2,6,"Typ",0,0,"Attchd",1961,1,2,480,3,"TA","Paved",2,0,0,12,2006,"WD ","Abnorml",98600,"0",1,1,0,0,0,0,0,0
"855",855,907201280,"20","RL",76,6950,"Pave",1,"Lvl","Inside",0,"CollgCr","norm","norm","1Fam","1Story",5,7,1979,1979,"Gable","CompShg","HdBoard","HdBoard","BrkFace",40,2,"TA","CBlock",3,3,1,"ALQ",710,"other",72,132,914,"GasA",2,"Y","SBrkr",914,0,0,914,1,0,1,0,2,1,2,5,"Typ",0,0,"Attchd",1979,1,2,444,3,"TA","Paved",0,0,0,10,2009,"WD ","Normal",134900,"0",1,1,0,0,0,0,0,0
"939",939,909475300,"20","RL",68,21695,"Pave",1,"Lvl","other",0,"Crawfor","norm","norm","1Fam","1Story",6,9,1988,2007,"Hip","CompShg","other","Plywood","BrkFace",260,3,"Gd","CBlock",4,3,1,"GLQ",808,"Unf",0,72,880,"GasA",4,"Y","SBrkr",1680,0,0,1680,1,0,2,0,3,1,3,5,"Typ",1,4,"Attchd",1988,3,2,540,3,"TA","Paved",0,0,0,12,2009,"WD ","Normal",222000,"0",1,0,0,0,1,1,1,0
"678",678,535450200,"50","RL",60,8064,"Pave",0,"Lvl","Inside",0,"NAmes","other","norm","1Fam","1.5Fin",6,5,1950,1950,"Gable","CompShg","other","Wd Sdng","None",0,2,"TA","CBlock",3,3,3,"Rec",621,"Unf",0,174,795,"GasA",3,"N","SBrkr",765,368,0,1133,0,0,1,0,3,1,2,5,"Typ",0,0,"Detchd",1989,1,2,900,3,"TA","Paved",0,0,0,12,2009,"other","Abnorml",128500,"0",1,1,0,0,0,0,0,1
"813",813,906226120,"90","RL",64,7018,"Pave",0,"Lvl","Inside",0,"SawyerW","other","norm","Duplex","2Story",5,5,1979,1979,"Gable","CompShg","Plywood","Plywood","None",0,2,"TA","other",0,0,0,"No Basement",0,"other",0,0,0,"GasA",2,"Y","SBrkr",1120,1120,0,2240,0,0,2,0,6,2,2,12,"Typ",0,0,"Detchd",1979,1,2,528,3,"TA","Paved",0,0,0,6,2009,"WD ","Alloca",142953,"0",0,1,0,0,1,0,0,0
"1138",1138,531376010,"60","RL",65,8366,"Pave",1,"Lvl","Inside",0,"SawyerW","norm","norm","1Fam","2Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"TA","PConc",4,3,1,"Unf",0,"Unf",0,798,798,"GasA",4,"Y","SBrkr",798,842,0,1640,0,0,2,1,3,1,3,6,"Typ",0,0,"Attchd",2004,2,2,520,3,"TA","Paved",0,0,0,12,2008,"WD ","Normal",173000,"0",1,1,0,0,1,1,0,0
"957",957,916176125,"20","RL",150,215245,"Pave",3,"Low","Inside",2,"Timber","norm","norm","1Fam","1Story",7,5,1965,1965,"Hip","CompShg","other","other","None",0,2,"TA","CBlock",4,3,4,"ALQ",1236,"other",820,80,2136,"other",2,"Y","SBrkr",2036,0,0,2036,2,0,2,0,3,1,2,8,"Typ",2,4,"Attchd",1965,2,2,513,3,"TA","Paved",0,0,0,6,2009,"WD ","Normal",375000,"0",1,0,0,0,0,0,0,0
"1137",1137,531375120,"20","RL",66,13695,"Pave",0,"Lvl","Inside",0,"SawyerW","other","norm","1Fam","1Story",6,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"TA","PConc",4,3,1,"GLQ",814,"Unf",0,300,1114,"GasA",4,"Y","SBrkr",1114,0,0,1114,1,0,1,0,3,1,3,6,"Typ",0,0,"Detchd",2004,1,2,576,3,"TA","Paved",0,0,0,7,2008,"WD ","Normal",155000,"0",1,1,0,0,0,1,0,0
"843",843,907175100,"60","RL",80,10400,"Pave",0,"Lvl","other",0,"CollgCr","norm","norm","1Fam","2Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"TA","PConc",4,3,3,"Unf",0,"Unf",0,866,866,"GasA",4,"Y","SBrkr",866,913,0,1779,0,0,2,1,3,1,3,6,"Typ",0,0,"Attchd",1998,2,2,546,3,"TA","Paved",0,0,0,3,2009,"WD ","Normal",197900,"0",1,1,0,0,1,1,0,0
"1716",1716,528174010,"120","RL",61,7577,"Pave",1,"Lvl","other",0,"NridgHt","norm","norm","TwnhsE","1Story",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","other",256,3,"TA","PConc",4,3,3,"ALQ",20,"Unf",0,1342,1362,"GasA",4,"Y","SBrkr",1362,0,0,1362,0,0,2,0,2,1,3,6,"Typ",1,4,"Attchd",2005,2,2,460,3,"TA","Paved",0,0,0,6,2007,"WD ","Normal",194700,"0",1,0,0,0,1,1,0,0
